Crash ID,Crash Date and Time,Hour of Day,Day of the week,Crash Type,Crash Severity,Property Damage Crash Indicator,Property Damage Indicator,Alcohol Involved,Aggressive Driver Involved,Bicycle Involved,Cell Phone Involved,Animal Involved,Animal Type,Drug Involved,Crash Location,Latitude,Longitude,YTD Indicator,ObjectID
3123417,2/13/2024 10:18:00 AM,5,3,Other,No Injury (O),Yes,No,No,No,No,No,Yes,Deer,No, LEFFINGWELL AVE NE &  KNAPP ST NE,42.9955718074744,-85.6004662066119,YTD,2503
3123416,2/5/2024 9:29:00 PM,16,2,Unknown,Possible Injury (C),No,No,No,No,No,No,No,,No, MARTIN LUTHER KING JR ST SE &  UNION AVE SE,42.948463771357,-85.6541991795561,YTD,2504
3123415,2/7/2024 2:50:00 PM,9,4,Sideswipe-Same,No Injury (O),Yes,No,No,No,No,No,No,,No, 9TH ST NW &  TAMARACK AVE NW,42.9796933745861,-85.6920642572485,YTD,2505
3123414,2/7/2024 1:01:00 PM,8,4,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, US 131   &  RAMP 044C  ,42.9903266774793,-85.6772078005899,YTD,2506
3123413,2/15/2024 10:03:00 PM,17,5,Sideswipe-Same,No Injury (O),Yes,No,No,Yes,No,No,No,,No, DAYTON ST SW &  LANE AVE SW,42.9610034689737,-85.6949548369447,YTD,2507
3123412,2/12/2024 6:18:00 PM,13,2,Angle,No Injury (O),Yes,No,No,No,No,No,No,,No, LEONARD ST NE &  DIAMOND AVE NE,42.9844619619715,-85.6447763873434,YTD,2508
3123411,2/7/2024 5:35:00 PM,12,4,Sideswipe-Same,No Injury (O),Yes,No,No,No,No,No,No,,No, MONROE CENTER ST NW &  OTTAWA AVE NW,42.9649545780922,-85.6700229339507,YTD,2509
3123410,2/1/2024 12:58:00 AM,19,4,Single Motor Vehicle,No Injury (O),Yes,No,Yes,No,No,No,No,,No, WEALTHY ST SW &  STRAIGHT AVE SW,42.9562534145397,-85.6872593084118,YTD,2510
3123409,2/8/2024 5:35:00 PM,12,5,Single Motor Vehicle,No Injury (O),Yes,No,No,No,No,No,No,,No, FULLER AVE SE & E FULTON ST ,42.9625325790077,-85.6396607727624,YTD,2511
3123408,2/9/2024 8:00:00 AM,3,6,Sideswipe-Same,Possible Injury (C),No,No,Yes,Yes,No,No,No,,No, ENGLEWOOD DR SE &  SHANGRAI LA DR  SE,42.9103787775847,-85.6165416777251,YTD,2512
3123407,2/15/2024 12:20:00 PM,7,5,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, FRANKLIN ST SE &  SHELDON AVE SE,42.9486978549904,-85.6660799895869,YTD,2513
3123406,2/15/2024 11:25:00 AM,6,5,Single Motor Vehicle,Possible Injury (C),No,Yes,No,No,No,No,No,,No, LAKE MICHIGAN DR NW &  COVELL AVE NW,42.9713039260219,-85.7171044893546,YTD,2514
3123405,2/15/2024 11:15:00 AM,6,5,Single Motor Vehicle,Possible Injury (C),No,No,No,No,No,No,No,,No, LAKE MICHIGAN DR NW &  GOLD ST NW,42.9661875335755,-85.6850817127851,YTD,2515
3123404,2/3/2024 5:55:00 AM,0,7,Other,No Injury (O),Yes,No,No,No,No,No,No,,No, EASTERN AVE SE &  32ND ST SE,0,0,YTD,2516
3123403,2/14/2024 11:46:00 PM,18,4,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, BERKSHIRE DR SE &  KALAMAZOO AVE SE,42.9076154946607,-85.6273699755656,YTD,2517
3123402,2/14/2024 4:47:00 PM,11,4,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, FULLER AVE NE &  RAMP 079A  ,42.9728967821092,-85.6397643882656,YTD,2518
3123401,2/11/2024 5:10:00 PM,12,1,Single Motor Vehicle,Possible Injury (C),No,No,No,Yes,No,No,No,,No, FULTON ST W &  GARFIELD AVE NW,42.9637956136139,-85.6975174557027,YTD,2519
3123400,8/4/2023 7:06:00 AM,3,6,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, HALL ST SE &  MADISON AVE SE,42.9412683718843,-85.6589894246169,YTD,2520
3123399,2/6/2024 6:15:00 PM,13,3,Sideswipe-Opposite,No Injury (O),Yes,No,No,No,No,No,No,,No, COMMERCE AVE SW &  OAKES ST SW,42.9603380973239,-85.6690903170269,YTD,2521
3123398,2/11/2024 2:30:00 PM,9,1,Sideswipe-Same,No Injury (O),Yes,No,No,No,No,No,No,,No, 318 WASHINGTON ST SE &  LAFAYETTE AVE SE,42.9612521050573,-85.6616799195891,YTD,2522
3123397,2/6/2024 8:59:00 PM,15,3,Rear End,No Injury (O),Yes,No,No,No,No,No,No,,No, FULTON ST E   &  UNION AVE  ,42.9629213925799,-85.6544182065581,YTD,2523
3123396,1/24/2024 3:17:00 AM,22,3,Head On,No Injury (O),Yes,No,No,No,No,No,No,,No, BRIDGE ST NW &  SUNSET AVE NW,42.9709514329617,-85.7018697832611,YTD,2524
3123395,2/13/2024 5:00:00 PM,12,3,Sideswipe-Same,No Injury (O),Yes,No,No,No,No,No,No,,No, FULLER AVE SE &  BEMIS ST SE,42.9530068428977,-85.6394931290391,YTD,2525
3123394,2/5/2024 10:30:00 PM,17,2,Sideswipe-Same,No Injury (O),Yes,No,No,Yes,No,No,No,,No, FULTON ST W   &  SEWARD AVE SW  ,42.9634082276549,-85.6824082439836,YTD,2526
3123393,2/8/2024 7:47:00 PM,14,5,Head On-Left Turn,Possible Injury (C),No,No,No,Yes,No,No,No,,No,E FULTON ST  &  JEFFERSON AVE SE,42.9631462326103,-85.664188322235,YTD,2527
3123392,2/16/2024 5:46:00 PM,12,6,Rear End,Possible Injury (C),No,No,No,Yes,No,No,No,,No, KALAMAZOO AVE SE &  MILLBANK ST SE,42.9014664958781,-85.6269621689243,YTD,2528
3123391,2/6/2024 3:59:00 AM,22,2,Sideswipe-Same,No Injury (O),Yes,No,No,Yes,No,No,No,,No, VALLEY AVE NW   &  BRIDGE ST NW  ,42.9700031595609,-85.6988081638377,YTD,2529
3123390,2/14/2024 1:52:00 PM,8,4,Single Motor Vehicle,No Injury (O),Yes,No,No,No,No,No,No,,No, 1820 LEONARD ST NE &  PLYMOUTH AVE NE,0,0,YTD,2530
3123389,2/4/2024 10:22:00 PM,17,1,Single Motor Vehicle,Suspected Minor Injury (B),No,No,Yes,Yes,No,No,No,,No,N DIVISION AVE  &  COLDBROOK ST NW,42.9822398014595,-85.668311608457,YTD,2531
3123388,2/12/2024 11:03:00 PM,18,2,Sideswipe-Same,No Injury (O),Yes,No,No,No,No,No,No,,No, 11TH ST NW &  FREMONT AVE NW,42.9817054896762,-85.6911394893332,YTD,2532
3123387,2/13/2024 1:51:00 PM,8,3,Backing,No Injury (O),Yes,No,No,No,No,No,No,,No, GRIGGS ST SW &  DIVISION AVE S,42.9312038579003,-85.6673815061381,YTD,2533
3123386,2/13/2024 12:04:00 PM,7,3,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, STRAIGHT AVE SW &  FULTON ST W,42.9634577702912,-85.687451689664,YTD,2534
3123385,2/7/2024 1:41:00 AM,20,3,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, LEONARD ST NW &  ALPINE AVE NW,42.9852443565022,-85.6880543657102,YTD,2535
3123384,2/5/2024 1:50:00 PM,8,2,Backing,No Injury (O),Yes,No,No,No,No,No,No,,No, COIT AVE NE &  TROWBRIDGE ST NE,42.9736622953432,-85.6643807870663,YTD,2536
3123383,2/7/2024 6:30:00 PM,13,4,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, LAFAYETTE AVE NE &  CEDAR ST NE,42.9810219142873,-85.662015850547,YTD,2537
3123382,2/12/2024 11:03:00 PM,18,2,Head On,No Injury (O),Yes,No,No,No,No,No,No,,No, CROSBY ST NW &  WIDDICOMB AVE ,42.9871357757726,-85.6913335042421,YTD,2538
3123381,2/13/2024 8:47:00 PM,15,3,Backing,No Injury (O),Yes,No,No,No,No,No,No,,No, PROSPECT AVE NE &  MICHIGAN ST NE,42.9703550834638,-85.6603485322669,YTD,2539
3123380,2/6/2024 5:22:00 PM,12,3,Angle,No Injury (O),Yes,No,No,No,No,No,No,,No, LEONARD ST NW &  ALPINE AVE NW,42.9852400300554,-85.6879362363485,YTD,2540
3123379,2/2/2024 12:29:00 PM,7,6,Sideswipe-Same,No Injury (O),Yes,No,No,Yes,No,No,No,,No, FOUNTAIN ST NE &  PROSPECT AVE NE,42.9652938805419,-85.6601969194705,YTD,2541
3123378,2/13/2024 9:39:00 PM,16,3,Head On-Left Turn,Possible Injury (C),No,No,No,Yes,No,No,No,,No, EASTERN AVE SE &  BROOKVILLE PLZ SE,42.9098767519062,-85.6469246064853,YTD,2542
3123377,2/14/2024 2:40:00 AM,21,3,Single Motor Vehicle,Possible Injury (C),No,No,No,Yes,No,No,No,,No, RENNSLAER ST NW &  VAN BUREN AVE NW,42.983998115368,-85.6994607081053,YTD,2543
3123376,2/13/2024 5:11:00 PM,12,3,Rear End-Left Turn,No Injury (O),Yes,No,No,Yes,No,No,No,,No, TRADE DR SE &  FULLER AVE SE,42.8843008886938,-85.6359187104616,YTD,2544
3123375,2/12/2024 5:40:00 PM,12,2,Single Motor Vehicle,Possible Injury (C),No,No,No,No,No,No,No,,No, 28TH ST SE &  BRETON RD SE,0,0,YTD,2545
3123374,2/12/2024 3:20:00 PM,10,2,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, EASTERN AVE SE &  28TH ST SE,42.9132514169381,-85.6471048805721,YTD,2546
3123373,2/13/2024 7:28:00 PM,14,3,Angle,Possible Injury (C),No,No,No,Yes,No,No,No,,No, RICHMOND ST NW &  ALPINE AVE NW  ,42.9924734861537,-85.688244770088,YTD,2547
3123372,2/8/2024 5:30:00 PM,12,5,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, 2ND ST NW &  SEWARD AVE NW,42.9728672855059,-85.6827786526176,YTD,2548
3123371,2/15/2024 11:33:00 AM,6,5,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, LAFAYETTE AVE NE &  JOHN ST NE,42.9642512170915,-85.6617811441343,YTD,2549
3123370,2/8/2024 12:15:00 PM,7,5,Sideswipe-Same,No Injury (O),Yes,No,No,Yes,No,No,No,,No, LAKE MICHIGAN DR NW &  COLLINDALE AVE NW,42.9717886758723,-85.7372966156686,YTD,2550
3123369,2/13/2024 2:45:00 PM,9,3,Single Motor Vehicle,No Injury (O),Yes,No,No,No,Yes,No,No,,No, COLLEGE AVE SE &  CHERRY ST ST SE,42.9593389382783,-85.6567439219395,YTD,2551
3123368,2/15/2024 1:25:00 PM,8,5,Single Motor Vehicle,No Injury (O),Yes,No,No,No,No,No,No,,No, MARTIN LUTHER KING JR ST  SE &  EASTERN AVE  SE,42.9483640387727,-85.6491952353357,YTD,2552
3123367,2/9/2024 3:30:00 AM,22,5,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No,W FULTON ST  &  SEWARD AVE NW,42.9634149120512,-85.6826076528979,YTD,2553
3123366,2/14/2024 10:55:00 PM,17,4,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, DIAMOND AVE NE &  SPENCER ST NE,42.9885506153136,-85.6448019145526,YTD,2554
3123365,2/13/2024 7:08:00 AM,2,3,Single Motor Vehicle,No Injury (O),Yes,No,No,No,No,No,Yes,Deer,No,E BELTLINE AVE SE &  UNIVERSITY DR SE,42.9205475530857,-85.5839551982909,YTD,2555
3122227,2/2/2024 3:10:00 PM,10,6,Single Motor Vehicle,No Injury (O),Yes,No,No,Yes,Yes,No,No,,No, FULLER AVE NE &  SWEET ST NE,42.9917341118765,-85.6398716067717,YTD,2556
3122226,1/30/2024 5:15:00 AM,0,3,Rear End,Possible Injury (C),No,No,No,Yes,No,No,No,,No, 28TH ST SE &  KALAMAZOO AVE  ,42.9126488201125,-85.6295262229933,YTD,2557
3122225,2/1/2024 11:00:00 AM,6,5,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, MCREYNOLDS AVE NW &  6TH ST NW,42.9769906867502,-85.6868009635277,YTD,2558
3122224,2/2/2024 2:05:00 PM,9,6,Sideswipe-Opposite,No Injury (O),Yes,No,No,No,No,No,No,,No, GODFREY AVE SW   &  MARTHA ST SW  ,42.9455841126558,-85.683693519263,YTD,2559
3122223,1/29/2024 11:50:00 AM,6,2,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, MARTIN LUTHER KING ST SE   &  EASTERN AVE SE  ,42.9483639096354,-85.6491755505763,YTD,2560
3122222,1/31/2024 10:30:00 PM,17,4,Rear End,Possible Injury (C),No,No,No,Yes,No,No,No,,No, KALAMAZOO AVE SE &  LINWOOD ST SE,42.9240997952994,-85.6335043355123,YTD,2561
3122221,2/1/2024 7:49:00 PM,14,5,Angle,Suspected Minor Injury (B),No,No,No,Yes,No,No,No,,No, STILESGATE ST SE &  KALAMAZOO AVE SE,42.8959459455402,-85.626595076571,YTD,2562
3122220,2/1/2024 3:50:00 PM,10,5,Angle,Possible Injury (C),No,No,No,Yes,No,No,No,,No, BURTON ST SE &  ROSEMONT AVE SE,42.9270998278748,-85.6055122229566,YTD,2563
3122219,1/31/2024 7:15:00 PM,14,4,Rear End,Possible Injury (C),No,No,No,Yes,No,No,No,,No, 28TH ST SE &  SERVICE DR SE,42.912637375734,-85.6160273717373,YTD,2564
3122218,2/16/2024 1:42:00 AM,20,5,Single Motor Vehicle,No Injury (O),Yes,No,Yes,No,No,No,No,,No,E FULTON ST  &  WOODWARD LN SE,42.962746232571,-85.6224003312487,YTD,2565
3122217,1/27/2024 7:05:00 AM,2,7,Sideswipe-Opposite,No Injury (O),Yes,No,No,Yes,No,No,No,,No, FULTON ST W &  LANE AVE NW,42.9636494567153,-85.6923740763941,YTD,2566
3122216,2/3/2024 9:23:00 PM,16,7,Other,Possible Injury (C),No,No,No,Yes,No,No,No,,No, 28TH ST SE &  KALAMAZOO AVE  SE,42.9126488201125,-85.6295262229933,YTD,2567
3122215,2/3/2024 4:22:00 PM,11,7,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, BURTON ST SE &  CONLON AVE  SE,42.9270823574294,-85.6035102408234,YTD,2568
3122214,2/2/2024 12:10:00 PM,7,6,Rear End,No Injury (O),Yes,No,No,No,No,No,No,,No, 32ND ST SE &  SUNRISE ST AVE ,42.9054206991632,-85.6128532900093,YTD,2569
3122213,2/3/2024 8:39:00 PM,15,7,Single Motor Vehicle,No Injury (O),Yes,No,No,No,No,No,No,,No, PLAINFIELD AVE NE &  NORTHLAWN ST NE,43.0098335381348,-85.6485520845281,YTD,2570
3122212,1/27/2024 2:30:00 AM,21,6,Single Motor Vehicle,Suspected Serious Injury (A),No,No,No,Yes,No,No,No,,No, CHERRY ST SW &  GRANDVILLE AVE SW,42.9597199350941,-85.6734176423276,YTD,2571
3122211,1/29/2024 9:30:00 PM,16,2,Sideswipe-Same,No Injury (O),Yes,No,No,No,No,No,No,,No, 28TH ST SE &  KALAMAZOO AVE  SE,42.9126355326046,-85.6278579553987,YTD,2572
3122210,1/28/2024 5:33:00 AM,0,1,Angle,No Injury (O),Yes,No,Yes,Yes,No,No,No,,No, STOCKING AVE NW &  5TH ST NW,42.9764766997976,-85.6887485456685,YTD,2573
3122209,1/28/2024 5:30:00 AM,0,1,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, GRANDVILLE AVE SW &  HUGHART ST SW,42.9429318728139,-85.6819199363205,YTD,2574
3122208,1/28/2024 7:30:00 PM,14,1,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, RICHMOND ST NW &  ALPINE AVE AVE NW,42.9924760016268,-85.6883236917374,YTD,2575
3122207,1/29/2024 5:30:00 PM,12,2,Sideswipe-Same,Suspected Minor Injury (B),No,No,No,No,No,No,No,,No, CLYDE PARK AVE SW &  ALGER ST  SW,42.9207833300923,-85.6859725939749,YTD,2576
3122206,2/2/2024 4:52:00 PM,11,6,Sideswipe-Same,No Injury (O),Yes,No,No,Yes,No,No,No,,No, IONIA AVE SW &  BARTLETT ST SW,42.9578383580602,-85.6701052354649,YTD,2577
3122205,2/2/2024 7:48:00 AM,2,6,Single Motor Vehicle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, KNAPP ST NW &  MONROE AVE NW,42.9992743759905,-85.6702177576032,YTD,2578
3122204,2/1/2024 4:00:00 PM,11,5,Rear End,No Injury (O),Yes,No,Yes,Yes,No,No,No,,No, 44TH ST SE &  EASTERN AVE SE,42.8838773005171,-85.6454654829225,YTD,2579
3122203,2/1/2024 1:00:00 PM,8,5,Sideswipe-Same,No Injury (O),Yes,No,No,No,No,No,No,,No, LAFEYETTE AVE SE &  LOGAN ST SE,42.9546739353984,-85.6618025567818,YTD,2580
3122202,1/26/2024 11:32:00 PM,18,6,Rear End,Possible Injury (C),No,No,No,Yes,No,No,No,,No, 28TH ST SE &  KALAMAZOO AVE SE,42.9126355620081,-85.6279378331012,YTD,2581
3122201,1/30/2024 2:39:00 PM,9,3,Sideswipe-Same,No Injury (O),Yes,No,No,Yes,No,No,No,,No, EASTERN AVE SE &  FAIRMOUNT ST SE,42.9566338845317,-85.6493090184138,YTD,2582
3122200,1/30/2024 11:48:00 PM,18,3,Head On-Left Turn,No Injury (O),Yes,No,No,Yes,No,No,No,,No, LAKE DR SE &  FULLER AVE SE,42.9584674685182,-85.6398842863287,YTD,2583
3122199,1/27/2024 8:50:00 PM,15,7,Unknown,No Injury (O),Yes,No,No,No,No,No,No,,No, CRESCENT ST NE &  PROSPECT AVE NE,42.968925448925,-85.6606484336832,YTD,2584
3122198,1/31/2024 9:40:00 PM,16,4,Rear End,Suspected Minor Injury (B),No,No,No,Yes,No,No,No,,No, KALAMAZOO AVE SE &  SOUTHAMPTON DR SE,42.8950127772022,-85.6265229073539,YTD,2585
3122197,1/26/2024 11:38:00 PM,18,6,Sideswipe-Same,No Injury (O),Yes,No,No,Yes,No,No,No,,No, FOUNTAIN ST NW &  OTTAWA AVE NW,42.965473496779,-85.6701074949025,YTD,2586
3122196,2/3/2024 7:39:00 PM,14,7,Sideswipe-Opposite,No Injury (O),Yes,No,No,Yes,No,No,No,,No, GARFIELD AVE SW &  GARFIELD AVE SW,42.9637913919092,-85.6973409325179,YTD,2587
3122195,2/2/2024 7:15:00 PM,14,6,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, LAKE MICHIGAN DR NW &  VALLEY AVE NW,42.9664955402161,-85.6987539322519,YTD,2588
3122194,1/28/2024 1:14:00 AM,20,7,Sideswipe-Same,No Injury (O),Yes,No,No,Yes,No,No,No,,No, BURTON ST SW &  PALACE AVE SW,42.9276605712924,-85.674630609889,YTD,2589
3122193,1/30/2024 6:34:00 PM,13,3,Rear End-Right Turn,No Injury (O),Yes,No,No,Yes,No,No,No,,No, LEONARD ST NE &  EDITH AVE NE,42.9844421373786,-85.6307950916121,YTD,2590
3122192,1/27/2024 10:06:00 PM,17,7,Other,No Injury (O),Yes,No,No,Yes,No,No,No,,No, 28TH ST SE &  VINELAND AVE SE,42.9126669750342,-85.6315737232292,YTD,2591
3122191,1/31/2024 4:28:00 PM,11,4,Single Motor Vehicle,Possible Injury (C),No,No,No,No,No,No,No,,No, 29TH ST SE &  BRETON RD SE,42.9103925701208,-85.6020741174729,YTD,2592
3122190,1/29/2024 9:06:00 PM,16,2,Sideswipe-Same,No Injury (O),Yes,No,No,Yes,No,No,No,,No,W FULTON ST  &  LEXINGTON AVE NW,42.9634486507092,-85.6843250343947,YTD,2593
3122189,1/26/2024 12:40:00 PM,7,6,Single Motor Vehicle,Suspected Serious Injury (A),No,No,No,Yes,No,No,No,,No, BRIDGE ST NW &  LAKE MICHIGAN DR NW,42.9714453566934,-85.7180876689032,YTD,2594
3122188,1/31/2024 1:24:00 PM,8,4,Single Motor Vehicle,Possible Injury (C),No,No,No,No,No,No,No,,No, JACKSON ST NW &  LANE AVE NW,42.9681392334331,-85.6914354961736,YTD,2595
3122187,1/28/2024 12:40:00 AM,19,7,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, IONIA   &  CHERRY ST  ,42.9596305916984,-85.6701554111134,YTD,2596
3122186,2/2/2024 5:16:00 AM,0,6,Single Motor Vehicle,No Injury (O),Yes,No,No,No,No,No,No,,No, MCREYNOLDS AVE NW &  7TH ST NW,0,0,YTD,2597
3122185,2/1/2024 12:55:00 AM,19,4,Sideswipe-Same,No Injury (O),Yes,No,No,Yes,No,No,No,,No, LAMONT AVE  &  LEONARD ST  ,42.9891982872025,-85.7426313550098,YTD,2598
3122184,1/30/2024 4:36:00 PM,11,3,Single Motor Vehicle,No Injury (O),Yes,No,No,No,No,Yes,No,,No, E I 196   &  I 196 CROSSOVER  ,42.9608822716463,-85.7080285740445,YTD,2599
3122183,1/27/2024 5:21:00 PM,12,7,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, PROSPECT AVE SE & E FULTON ST ,42.963040382162,-85.6601511064699,YTD,2600
3122182,2/1/2024 9:20:00 PM,16,5,Backing,No Injury (O),Yes,No,No,Yes,No,No,No,,No, CENTURY AVE SW &  ELLSWORTH AVE SW,0,0,YTD,2601
3122181,1/28/2024 8:16:00 PM,15,1,Angle,No Injury (O),Yes,No,Yes,No,No,No,No,,No, FOUNTAIN ST NE &  HOUSEMAN AVE AVE NE,42.9650607032716,-85.647001411685,YTD,2602
3122180,1/28/2024 1:59:00 PM,8,1,Angle,No Injury (O),Yes,No,No,No,No,No,No,,No, LEONARD ST NW &  SCRIBNER AVE NW,42.9848279823266,-85.6764084987158,YTD,2603
3122179,1/27/2024 5:37:00 PM,12,7,Backing,No Injury (O),Yes,No,Yes,No,No,No,No,,No, PLAINFIELD AVE NE &  LEONARD ST NE,0,0,YTD,2604
3122177,2/3/2024 11:20:00 AM,6,7,Single Motor Vehicle,No Injury (O),Yes,No,Yes,No,No,No,No,,No, HALL ST SW &  GRAND ELK RAILROAD  ,0,0,YTD,2605
3122176,2/2/2024 5:51:00 AM,0,6,Other,No Injury (O),Yes,No,No,No,No,No,No,,No, HORTON AVE SE &  MELVILLE ST SE,42.9240105036806,-85.6652190457252,YTD,2606
3122175,1/31/2024 11:03:00 AM,6,4,Rear End,Possible Injury (C),No,No,No,Yes,No,No,No,,No, ROBINSON RD SE &  PLYMOUTH AVE SE,42.9582368039187,-85.6248505739129,YTD,2607
3122174,1/30/2024 6:00:00 PM,13,3,Rear End,No Injury (O),Yes,No,No,No,No,No,No,,No, PROSPECT AVE NE &  LYON ST NE,42.9674182164494,-85.6602208425761,YTD,2608
3122173,1/30/2024 10:22:00 PM,17,3,Angle,Suspected Serious Injury (A),No,No,No,Yes,No,No,No,,No, KALAMAZOO AVE SE &  42ND ST SE,42.8876827589988,-85.6261770910752,YTD,2609
3122172,1/30/2024 12:53:00 PM,7,3,Angle,Possible Injury (C),No,No,No,No,No,No,No,,No, BRETON AVE SE &  GRANITE ST SE,42.8913400354576,-85.6067565592362,YTD,2610
3122171,2/3/2024 5:30:00 PM,12,7,Unknown,No Injury (O),Yes,No,No,No,No,No,No,,No, DAVIS AVE NW &  9TH ST NW,42.9793986689895,-85.6854364161248,YTD,2611
3122170,2/1/2024 10:57:00 PM,17,5,Rear End,Possible Injury (C),No,No,No,Yes,No,No,No,,No, LEONARD ST NE &  BURKE AVE NE,42.984437891318,-85.641774481084,YTD,2612
3122169,1/30/2024 4:00:00 PM,11,3,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, LEONARD ST NW &  WHITE AVE NW,42.9855566836765,-85.6985064406463,YTD,2613
3122168,1/30/2024 12:13:00 PM,7,3,Sideswipe-Same,No Injury (O),Yes,No,No,Yes,No,No,No,,No,S DIVISION AVE  &  WEALTHY ST SW,42.9559004864239,-85.6676426600374,YTD,2614
3122167,2/15/2024 5:04:00 AM,0,5,Single Motor Vehicle,Suspected Minor Injury (B),No,No,Yes,Yes,No,No,No,,No, RICHMOND ST NW &  COVELL AVE NW,42.993250337698,-85.7176919872664,YTD,2615
3122166,1/30/2024 12:20:00 PM,7,3,Single Motor Vehicle,No Injury (O),Yes,No,No,No,No,No,No,,No,S DIVISION AVE SE &  MARTIN LUTHER KING JR ST SE,42.9480511103436,-85.6674823698825,YTD,2616
3122165,1/28/2024 5:00:00 PM,12,1,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, CENTURY AVE SW &  RAMP 009C  ,42.9289641455372,-85.6822238395643,YTD,2617
3122164,1/29/2024 10:04:00 PM,17,2,Sideswipe-Same,Suspected Minor Injury (B),No,Yes,No,No,No,No,No,,No, S US 131   &  RAMP 010F  ,42.9358305144406,-85.6802240050197,YTD,2618
3122163,1/28/2024 11:35:00 PM,18,1,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, JEFFERSON AVE SE &  COTTAGE GROVE ST SE,42.9356260117355,-85.6633477475915,YTD,2619
3122162,1/27/2024 7:36:00 PM,14,7,Angle,No Injury (O),Yes,No,No,No,No,No,No,,No,S DIVISION AVE  &  HALL ST SE,42.94138116668,-85.6673358496896,YTD,2620
3122161,2/4/2024 1:32:00 PM,8,1,Rear End,No Injury (O),Yes,No,No,No,No,No,No,,No, DELONEY AVE SW &  WATSON ST SW,42.9616309535552,-85.6898778719058,YTD,2621
3122160,1/4/2024 6:15:00 PM,13,5,Backing,No Injury (O),Yes,No,No,No,No,No,No,,No, CASS AVE SE &  SYCAMORE ST SE,42.9495306234531,-85.6628790428347,YTD,2622
3122159,1/31/2024 8:50:00 PM,15,4,Sideswipe-Same,No Injury (O),Yes,No,No,Yes,No,No,No,,No, STOCKING AVE NW &  3RD ST NW,42.9741145928582,-85.6867718280522,YTD,2623
3122158,1/28/2024 6:00:00 PM,13,1,Backing,No Injury (O),Yes,No,No,No,No,No,No,,No, MUSKEGON AVE NW   &  LEONARD ST NW  ,0,0,YTD,2624
3122157,1/31/2024 9:10:00 PM,16,4,Head On,Possible Injury (C),No,No,No,Yes,No,No,No,,No, LAKE MICHIGAN DR   & W FULTON  ,42.9656199584364,-85.7026520132482,YTD,2625
3122156,2/3/2024 6:04:00 PM,13,7,Rear End,Suspected Minor Injury (B),No,No,No,Yes,No,No,No,,No,E BELTLINE AVE SE &  CLAYSTONE ST SE,42.9240287016153,-85.5845705294628,YTD,2626
3122155,2/3/2024 4:20:00 PM,11,7,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, BURTON ST SE &  JEFFERSON AVE SE,42.927462732601,-85.6636116327945,YTD,2627
3122154,11/11/2023 4:00:00 PM,11,7,Other,Suspected Serious Injury (A),No,No,No,Yes,No,No,No,,No, E BELTLINE AVE SE &  28TH ST SE,0,0,FALSE,2628
3122153,2/1/2024 6:20:00 PM,13,5,Unknown,No Injury (O),Yes,No,No,Yes,No,No,No,,No, LAKE MICHIGAN DR NW &  COVELL AVE NW,0,0,YTD,2629
3122152,7/25/2023 7:40:00 PM,15,3,Other,No Injury (O),Yes,No,No,Yes,No,No,No,,No, IONIA AVE SW &  FULTON ST W,42.9632937720365,-85.6702760222038,YTD,2630
3122151,2/15/2024 3:10:00 PM,10,5,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, ADAMS ST SE &  COLORADO  ,42.9380136388447,-85.6336642025487,YTD,2631
3122150,2/15/2024 1:42:00 PM,8,5,Single Motor Vehicle,No Injury (O),Yes,No,No,No,No,No,No,,No, COLLEGE AVE NE &  LEONARD ST NE,0,0,YTD,2632
3122149,2/15/2024 12:52:00 PM,7,5,Rear End,No Injury (O),Yes,No,No,No,No,No,No,,No, ELMRIDGE DR NW &  RICHMOND ST NW,43.0007539329237,-85.7376235382574,YTD,2633
